n = 127, k = 21, d = 48, CR = 0.16535433070866143, H_in_req = 0.247248, efficiency = 0.66874951, area = 164.07 GEs 
n = 127, k = 22, d = 47, CR = 0.1732283464566929, H_in_req = 0.255141, efficiency = 0.67892242, area = 176.74 GEs 
n = 127, k = 28, d = 44, CR = 0.2204724409448819, H_in_req = 0.302499, efficiency = 0.72881306, area = 210.76 GEs 
n = 127, k = 29, d = 43, CR = 0.2283464566929134, H_in_req = 0.310386, efficiency = 0.73566076, area = 219.43 GEs 
n = 127, k = 35, d = 36, CR = 0.2755905511811024, H_in_req = 0.358345, efficiency = 0.76904436, area = 281.45 GEs 
n = 128, k = 1, d = 128, CR = 0.0078125, H_in_req = 0.040411, efficiency = 0.19313676, area = 8.67 GEs 
n = 129, k = 1, d = 129, CR = 0.007751937984496124, H_in_req = 0.040102, efficiency = 0.19311506, area = 8.67 GEs 
n = 129, k = 100, d = 10, CR = 0.7751937984496124, H_in_req = 0.85485, efficiency = 0.90680963, area = 771.00 GEs 
n = 129, k = 114, d = 6, CR = 0.8837209302325582, H_in_req = 0.952408, efficiency = 0.92787311, area = 876.38 GEs 
n = 130, k = 1, d = 130, CR = 0.007692307692307693, H_in_req = 0.039798, efficiency = 0.19309386, area = 8.67 GEs 
n = 131, k = 1, d = 131, CR = 0.007633587786259542, H_in_req = 0.039498, efficiency = 0.19307321, area = 8.67 GEs 
n = 132, k = 1, d = 132, CR = 0.007575757575757576, H_in_req = 0.039203, efficiency = 0.19305262, area = 8.67 GEs 
n = 133, k = 1, d = 133, CR = 0.007518796992481203, H_in_req = 0.038913, efficiency = 0.19303215, area = 8.67 GEs 
n = 134, k = 1, d = 134, CR = 0.007462686567164179, H_in_req = 0.038626, efficiency = 0.19301252, area = 8.67 GEs 
n = 135, k = 1, d = 135, CR = 0.007407407407407408, H_in_req = 0.038344, efficiency = 0.19299265, area = 8.67 GEs 
n = 136, k = 1, d = 136, CR = 0.007352941176470588, H_in_req = 0.038066, efficiency = 0.19297327, area = 8.67 GEs 
n = 137, k = 1, d = 137, CR = 0.0072992700729927005, H_in_req = 0.037792, efficiency = 0.19295424, area = 8.67 GEs 
n = 138, k = 1, d = 138, CR = 0.007246376811594203, H_in_req = 0.037522, efficiency = 0.19293541, area = 8.67 GEs 
n = 139, k = 1, d = 139, CR = 0.007194244604316547, H_in_req = 0.037255, efficiency = 0.19291666, area = 8.67 GEs 
n = 140, k = 1, d = 140, CR = 0.007142857142857143, H_in_req = 0.036993, efficiency = 0.19289847, area = 8.67 GEs 
n = 141, k = 1, d = 141, CR = 0.0070921985815602835, H_in_req = 0.036734, efficiency = 0.19288045, area = 8.67 GEs 
n = 142, k = 1, d = 142, CR = 0.007042253521126761, H_in_req = 0.036478, efficiency = 0.19286280, area = 8.67 GEs 
n = 143, k = 1, d = 143, CR = 0.006993006993006993, H_in_req = 0.036226, efficiency = 0.19284544, area = 8.67 GEs 
n = 144, k = 1, d = 144, CR = 0.006944444444444444, H_in_req = 0.035978, efficiency = 0.19282831, area = 8.67 GEs 
n = 145, k = 1, d = 145, CR = 0.006896551724137931, H_in_req = 0.035733, efficiency = 0.19281133, area = 8.67 GEs 
n = 146, k = 1, d = 146, CR = 0.00684931506849315, H_in_req = 0.035491, efficiency = 0.19279445, area = 8.67 GEs 
n = 147, k = 1, d = 147, CR = 0.006802721088435374, H_in_req = 0.035253, efficiency = 0.19277795, area = 8.67 GEs 
n = 148, k = 1, d = 148, CR = 0.006756756756756757, H_in_req = 0.035018, efficiency = 0.19276147, area = 8.67 GEs 
n = 149, k = 1, d = 149, CR = 0.006711409395973154, H_in_req = 0.034786, efficiency = 0.19274532, area = 8.67 GEs 
n = 150, k = 1, d = 150, CR = 0.006666666666666667, H_in_req = 0.034557, efficiency = 0.19272980, area = 8.67 GEs 
n = 151, k = 1, d = 151, CR = 0.006622516556291391, H_in_req = 0.034331, efficiency = 0.19271393, area = 8.67 GEs 
n = 151, k = 31, d = 47, CR = 0.2052980132450331, H_in_req = 0.274711, efficiency = 0.74729978, area = 232.77 GEs 
n = 151, k = 135, d = 6, CR = 0.8940397350993378, H_in_req = 0.954992, efficiency = 0.93616893, area = 1035.84 GEs 
n = 151, k = 136, d = 5, CR = 0.9006622516556292, H_in_req = 0.9613, efficiency = 0.93691431, area = 1029.84 GEs 
n = 152, k = 1, d = 152, CR = 0.006578947368421052, H_in_req = 0.034107, efficiency = 0.19269869, area = 8.67 GEs 
n = 153, k = 1, d = 153, CR = 0.006535947712418301, H_in_req = 0.033887, efficiency = 0.19268310, area = 8.67 GEs 
n = 154, k = 1, d = 154, CR = 0.006493506493506494, H_in_req = 0.03367, efficiency = 0.19266819, area = 8.67 GEs 
n = 155, k = 1, d = 155, CR = 0.0064516129032258064, H_in_req = 0.033455, efficiency = 0.19265330, area = 8.67 GEs 
n = 156, k = 1, d = 156, CR = 0.00641025641025641, H_in_req = 0.033243, efficiency = 0.19263847, area = 8.67 GEs 
n = 157, k = 1, d = 157, CR = 0.006369426751592357, H_in_req = 0.033034, efficiency = 0.19262443, area = 8.67 GEs 
n = 158, k = 1, d = 158, CR = 0.006329113924050633, H_in_req = 0.032827, efficiency = 0.19260987, area = 8.67 GEs 
n = 159, k = 1, d = 159, CR = 0.006289308176100629, H_in_req = 0.032623, efficiency = 0.19259586, area = 8.67 GEs 
n = 160, k = 1, d = 160, CR = 0.00625, H_in_req = 0.032422, efficiency = 0.19258214, area = 8.67 GEs 
n = 161, k = 1, d = 161, CR = 0.006211180124223602, H_in_req = 0.032223, efficiency = 0.19256842, area = 8.67 GEs 
n = 162, k = 1, d = 162, CR = 0.006172839506172839, H_in_req = 0.032026, efficiency = 0.19255444, area = 8.67 GEs 
n = 163, k = 1, d = 163, CR = 0.006134969325153374, H_in_req = 0.031832, efficiency = 0.19254134, area = 8.67 GEs 
n = 164, k = 1, d = 164, CR = 0.006097560975609756, H_in_req = 0.03164, efficiency = 0.19252816, area = 8.67 GEs 
n = 165, k = 1, d = 165, CR = 0.006060606060606061, H_in_req = 0.03145, efficiency = 0.19251463, area = 8.67 GEs 
n = 166, k = 1, d = 166, CR = 0.006024096385542169, H_in_req = 0.031263, efficiency = 0.19250194, area = 8.67 GEs 
n = 167, k = 1, d = 167, CR = 0.005988023952095809, H_in_req = 0.031078, efficiency = 0.19248914, area = 8.67 GEs 
n = 168, k = 1, d = 168, CR = 0.005952380952380952, H_in_req = 0.030895, efficiency = 0.19247669, area = 8.67 GEs 
n = 169, k = 1, d = 169, CR = 0.005917159763313609, H_in_req = 0.030714, efficiency = 0.19246437, area = 8.67 GEs 
n = 170, k = 1, d = 170, CR = 0.0058823529411764705, H_in_req = 0.030535, efficiency = 0.19245194, area = 8.67 GEs 
n = 171, k = 1, d = 171, CR = 0.005847953216374269, H_in_req = 0.030359, efficiency = 0.19243990, area = 8.67 GEs 
n = 172, k = 1, d = 172, CR = 0.005813953488372093, H_in_req = 0.030184, efficiency = 0.19242767, area = 8.67 GEs 
n = 173, k = 1, d = 173, CR = 0.005780346820809248, H_in_req = 0.030011, efficiency = 0.19241577, area = 8.67 GEs 
n = 174, k = 1, d = 174, CR = 0.005747126436781609, H_in_req = 0.029841, efficiency = 0.19240399, area = 8.67 GEs 
n = 175, k = 1, d = 175, CR = 0.005714285714285714, H_in_req = 0.029672, efficiency = 0.19239248, area = 8.67 GEs 
n = 176, k = 1, d = 176, CR = 0.005681818181818182, H_in_req = 0.029505, efficiency = 0.19238103, area = 8.67 GEs 
n = 177, k = 1, d = 177, CR = 0.005649717514124294, H_in_req = 0.02934, efficiency = 0.19236984, area = 8.67 GEs 
n = 178, k = 1, d = 178, CR = 0.0056179775280898875, H_in_req = 0.029177, efficiency = 0.19235829, area = 8.67 GEs 
n = 179, k = 1, d = 179, CR = 0.00558659217877095, H_in_req = 0.029016, efficiency = 0.19234737, area = 8.67 GEs 
n = 180, k = 1, d = 180, CR = 0.005555555555555556, H_in_req = 0.028856, efficiency = 0.19233647, area = 8.67 GEs 
n = 181, k = 1, d = 181, CR = 0.0055248618784530384, H_in_req = 0.028698, efficiency = 0.19232542, area = 8.67 GEs 
n = 182, k = 1, d = 182, CR = 0.005494505494505495, H_in_req = 0.028542, efficiency = 0.19231479, area = 8.67 GEs 
n = 183, k = 1, d = 183, CR = 0.00546448087431694, H_in_req = 0.028388, efficiency = 0.19230402, area = 8.67 GEs 
n = 184, k = 1, d = 184, CR = 0.005434782608695652, H_in_req = 0.028235, efficiency = 0.19229372, area = 8.67 GEs 
n = 185, k = 1, d = 185, CR = 0.005405405405405406, H_in_req = 0.028084, efficiency = 0.19228330, area = 8.67 GEs 
n = 186, k = 1, d = 186, CR = 0.005376344086021506, H_in_req = 0.027935, efficiency = 0.19227298, area = 8.67 GEs 
n = 187, k = 1, d = 187, CR = 0.0053475935828877, H_in_req = 0.027787, efficiency = 0.19226301, area = 8.67 GEs 
n = 188, k = 1, d = 188, CR = 0.005319148936170213, H_in_req = 0.02764, efficiency = 0.19225279, area = 8.67 GEs 
n = 189, k = 1, d = 189, CR = 0.005291005291005291, H_in_req = 0.027495, efficiency = 0.19224298, area = 8.67 GEs 
n = 190, k = 1, d = 190, CR = 0.005263157894736842, H_in_req = 0.027352, efficiency = 0.19223299, area = 8.67 GEs 
n = 191, k = 1, d = 191, CR = 0.005235602094240838, H_in_req = 0.02721, efficiency = 0.19222350, area = 8.67 GEs 
n = 192, k = 1, d = 192, CR = 0.005208333333333333, H_in_req = 0.02707, efficiency = 0.19221392, area = 8.67 GEs 
n = 193, k = 1, d = 193, CR = 0.0051813471502590676, H_in_req = 0.026931, efficiency = 0.19220409, area = 8.67 GEs 
n = 194, k = 1, d = 194, CR = 0.005154639175257732, H_in_req = 0.026794, efficiency = 0.19219470, area = 8.67 GEs 
n = 195, k = 1, d = 195, CR = 0.005128205128205128, H_in_req = 0.026657, efficiency = 0.19218559, area = 8.67 GEs 
n = 196, k = 1, d = 196, CR = 0.00510204081632653, H_in_req = 0.026523, efficiency = 0.19217618, area = 8.67 GEs 
n = 197, k = 1, d = 197, CR = 0.005076142131979695, H_in_req = 0.026389, efficiency = 0.19216719, area = 8.67 GEs 
n = 198, k = 1, d = 198, CR = 0.005050505050505051, H_in_req = 0.026257, efficiency = 0.19215802, area = 8.67 GEs 
n = 199, k = 1, d = 199, CR = 0.005025125628140704, H_in_req = 0.026127, efficiency = 0.19214897, area = 8.67 GEs 
n = 200, k = 1, d = 200, CR = 0.005, H_in_req = 0.025997, efficiency = 0.19214032, area = 8.67 GEs 
n = 201, k = 1, d = 201, CR = 0.004975124378109453, H_in_req = 0.025869, efficiency = 0.19213151, area = 8.67 GEs 
n = 202, k = 1, d = 202, CR = 0.0049504950495049506, H_in_req = 0.025742, efficiency = 0.19212283, area = 8.67 GEs 
n = 203, k = 1, d = 203, CR = 0.0049261083743842365, H_in_req = 0.025616, efficiency = 0.19211413, area = 8.67 GEs 
n = 204, k = 1, d = 204, CR = 0.004901960784313725, H_in_req = 0.025492, efficiency = 0.19210574, area = 8.67 GEs 
n = 205, k = 1, d = 205, CR = 0.004878048780487805, H_in_req = 0.025369, efficiency = 0.19209751, area = 8.67 GEs 
n = 206, k = 1, d = 206, CR = 0.0048543689320388345, H_in_req = 0.025247, efficiency = 0.19208887, area = 8.67 GEs 
n = 207, k = 1, d = 207, CR = 0.004830917874396135, H_in_req = 0.025126, efficiency = 0.19208058, area = 8.67 GEs 
n = 208, k = 1, d = 208, CR = 0.004807692307692308, H_in_req = 0.025006, efficiency = 0.19207252, area = 8.67 GEs 
n = 209, k = 1, d = 209, CR = 0.004784688995215311, H_in_req = 0.024887, efficiency = 0.19206457, area = 8.67 GEs 
n = 210, k = 1, d = 210, CR = 0.004761904761904762, H_in_req = 0.02477, efficiency = 0.19205613, area = 8.67 GEs 
n = 211, k = 1, d = 211, CR = 0.004739336492890996, H_in_req = 0.024654, efficiency = 0.19204847, area = 8.67 GEs 
n = 212, k = 1, d = 212, CR = 0.0047169811320754715, H_in_req = 0.024538, efficiency = 0.19204054, area = 8.67 GEs 
n = 213, k = 1, d = 213, CR = 0.004694835680751174, H_in_req = 0.024424, efficiency = 0.19203269, area = 8.67 GEs 
n = 214, k = 1, d = 214, CR = 0.004672897196261682, H_in_req = 0.024311, efficiency = 0.19202526, area = 8.67 GEs 
n = 215, k = 1, d = 215, CR = 0.004651162790697674, H_in_req = 0.024199, efficiency = 0.19201721, area = 8.67 GEs 
n = 216, k = 1, d = 216, CR = 0.004629629629629629, H_in_req = 0.024088, efficiency = 0.19200982, area = 8.67 GEs 
n = 217, k = 1, d = 217, CR = 0.004608294930875576, H_in_req = 0.023978, efficiency = 0.19200204, area = 8.67 GEs 
n = 218, k = 1, d = 218, CR = 0.0045871559633027525, H_in_req = 0.023869, efficiency = 0.19199472, area = 8.67 GEs 
n = 219, k = 1, d = 219, CR = 0.0045662100456621, H_in_req = 0.023761, efficiency = 0.19198725, area = 8.67 GEs 
n = 220, k = 1, d = 220, CR = 0.004545454545454545, H_in_req = 0.023654, efficiency = 0.19198002, area = 8.67 GEs 
n = 221, k = 1, d = 221, CR = 0.004524886877828055, H_in_req = 0.023547, efficiency = 0.19197291, area = 8.67 GEs 
n = 222, k = 1, d = 222, CR = 0.0045045045045045045, H_in_req = 0.023442, efficiency = 0.19196583, area = 8.67 GEs 
n = 223, k = 1, d = 223, CR = 0.004484304932735426, H_in_req = 0.023338, efficiency = 0.19195866, area = 8.67 GEs 
n = 224, k = 1, d = 224, CR = 0.004464285714285714, H_in_req = 0.023235, efficiency = 0.19195131, area = 8.67 GEs 
n = 225, k = 1, d = 225, CR = 0.0044444444444444444, H_in_req = 0.023132, efficiency = 0.19194465, area = 8.67 GEs 
n = 226, k = 1, d = 226, CR = 0.004424778761061947, H_in_req = 0.023031, efficiency = 0.19193760, area = 8.67 GEs 
n = 227, k = 1, d = 227, CR = 0.004405286343612335, H_in_req = 0.02293, efficiency = 0.19193056, area = 8.67 GEs 
n = 228, k = 1, d = 228, CR = 0.0043859649122807015, H_in_req = 0.02283, efficiency = 0.19192391, area = 8.67 GEs 
n = 229, k = 1, d = 229, CR = 0.004366812227074236, H_in_req = 0.022731, efficiency = 0.19191708, area = 8.67 GEs 
n = 230, k = 1, d = 230, CR = 0.004347826086956522, H_in_req = 0.022633, efficiency = 0.19191046, area = 8.67 GEs 
n = 231, k = 1, d = 231, CR = 0.004329004329004329, H_in_req = 0.022536, efficiency = 0.19190397, area = 8.67 GEs 
n = 232, k = 1, d = 232, CR = 0.004310344827586207, H_in_req = 0.02244, efficiency = 0.19189751, area = 8.67 GEs 
n = 233, k = 1, d = 233, CR = 0.004291845493562232, H_in_req = 0.022344, efficiency = 0.19189099, area = 8.67 GEs 
n = 233, k = 30, d = 88, CR = 0.12875536480686695, H_in_req = 0.173765, efficiency = 0.74095269, area = 230.10 GEs 
n = 234, k = 1, d = 234, CR = 0.004273504273504274, H_in_req = 0.022249, efficiency = 0.19188431, area = 8.67 GEs 
n = 235, k = 1, d = 235, CR = 0.00425531914893617, H_in_req = 0.022156, efficiency = 0.19187790, area = 8.67 GEs 
n = 236, k = 1, d = 236, CR = 0.00423728813559322, H_in_req = 0.022062, efficiency = 0.19187168, area = 8.67 GEs 
n = 237, k = 1, d = 237, CR = 0.004219409282700422, H_in_req = 0.02197, efficiency = 0.19186556, area = 8.67 GEs 
n = 238, k = 1, d = 238, CR = 0.004201680672268907, H_in_req = 0.021878, efficiency = 0.19185945, area = 8.67 GEs 
n = 239, k = 1, d = 239, CR = 0.0041841004184100415, H_in_req = 0.021788, efficiency = 0.19185327, area = 8.67 GEs 
n = 240, k = 1, d = 240, CR = 0.004166666666666667, H_in_req = 0.021697, efficiency = 0.19184694, area = 8.67 GEs 
n = 241, k = 1, d = 241, CR = 0.004149377593360996, H_in_req = 0.021608, efficiency = 0.19184088, area = 8.67 GEs 
n = 241, k = 24, d = 94, CR = 0.0995850622406639, H_in_req = 0.143089, efficiency = 0.69593719, area = 192.08 GEs 
n = 241, k = 25, d = 93, CR = 0.1037344398340249, H_in_req = 0.147256, efficiency = 0.70442540, area = 184.75 GEs 
n = 242, k = 1, d = 242, CR = 0.004132231404958678, H_in_req = 0.02152, efficiency = 0.19183504, area = 8.67 GEs 
n = 243, k = 1, d = 243, CR = 0.00411522633744856, H_in_req = 0.021432, efficiency = 0.19182879, area = 8.67 GEs 
n = 244, k = 1, d = 244, CR = 0.004098360655737705, H_in_req = 0.021344, efficiency = 0.19182312, area = 8.67 GEs 
n = 245, k = 1, d = 245, CR = 0.004081632653061225, H_in_req = 0.021258, efficiency = 0.19181688, area = 8.67 GEs 
n = 246, k = 1, d = 246, CR = 0.0040650406504065045, H_in_req = 0.021172, efficiency = 0.19181107, area = 8.67 GEs 
n = 247, k = 1, d = 247, CR = 0.004048582995951417, H_in_req = 0.021087, efficiency = 0.19180560, area = 8.67 GEs 
n = 248, k = 1, d = 248, CR = 0.004032258064516129, H_in_req = 0.021003, efficiency = 0.19179988, area = 8.67 GEs 
n = 249, k = 1, d = 249, CR = 0.004016064257028112, H_in_req = 0.020919, efficiency = 0.19179382, area = 8.67 GEs 
n = 250, k = 1, d = 250, CR = 0.004, H_in_req = 0.020836, efficiency = 0.19178843, area = 8.67 GEs 
n = 251, k = 1, d = 251, CR = 0.00398406374501992, H_in_req = 0.020754, efficiency = 0.19178255, area = 8.67 GEs 
n = 252, k = 1, d = 252, CR = 0.003968253968253968, H_in_req = 0.020672, efficiency = 0.19177721, area = 8.67 GEs 
n = 253, k = 1, d = 253, CR = 0.003952569169960474, H_in_req = 0.020591, efficiency = 0.19177178, area = 8.67 GEs 
n = 254, k = 1, d = 254, CR = 0.003937007874015748, H_in_req = 0.02051, efficiency = 0.19176619, area = 8.67 GEs 
n = 255, k = 1, d = 255, CR = 0.00392156862745098, H_in_req = 0.02043, efficiency = 0.19176094, area = 8.67 GEs 
n = 255, k = 13, d = 119, CR = 0.050980392156862744, H_in_req = 0.091562, efficiency = 0.55674825, area = 100.71 GEs 
n = 255, k = 20, d = 112, CR = 0.0784313725490196, H_in_req = 0.119378, efficiency = 0.65697016, area = 149.40 GEs 
n = 255, k = 21, d = 111, CR = 0.08235294117647059, H_in_req = 0.123307, efficiency = 0.66783740, area = 154.07 GEs 
n = 255, k = 25, d = 100, CR = 0.09803921568627451, H_in_req = 0.13909, efficiency = 0.70483442, area = 184.75 GEs 
n = 255, k = 26, d = 98, CR = 0.10196078431372549, H_in_req = 0.143078, efficiency = 0.71259830, area = 193.42 GEs 
n = 255, k = 32, d = 96, CR = 0.12549019607843137, H_in_req = 0.166616, efficiency = 0.75314839, area = 253.44 GEs 
n = 255, k = 33, d = 95, CR = 0.12941176470588237, H_in_req = 0.170539, efficiency = 0.75882033, area = 254.11 GEs 
n = 256, k = 1, d = 256, CR = 0.00390625, H_in_req = 0.020351, efficiency = 0.19175538, area = 8.67 GEs 
n = 63, k = 9, d = 28, CR = 0.14285714285714285, H_in_req = 0.293618, efficiency = 0.48648801, area = 68.03 GEs 
n = 93, k = 33, d = 22, CR = 0.3548387096774194, H_in_req = 0.467607, efficiency = 0.75881812, area = 258.11 GEs 
n = 145, k = 32, d = 44, CR = 0.2206896551724138, H_in_req = 0.293202, efficiency = 0.75266600, area = 249.44 GEs 
n = 151, k = 30, d = 48, CR = 0.1986754966887417, H_in_req = 0.268256, efficiency = 0.74059579, area = 228.10 GEs 
n = 255, k = 12, d = 120, CR = 0.047058823529411764, H_in_req = 0.087618, efficiency = 0.53705195, area = 96.04 GEs 
n = 7, k = 4, d = 3, CR = 0.5714285714285714, H_in_req = 0.935688, efficiency = 0.61055180, area = 32.68 GEs 
n = 15, k = 5, d = 7, CR = 0.3333333333333333, H_in_req = 0.697616, efficiency = 0.47772248, area = 39.35 GEs 
n = 15, k = 7, d = 5, CR = 0.4666666666666667, H_in_req = 0.825993, efficiency = 0.56489611, area = 52.69 GEs 
n = 15, k = 11, d = 3, CR = 0.7333333333333333, H_in_req = 0.962474, efficiency = 0.76185618, area = 87.37 GEs 
n = 21, k = 12, d = 5, CR = 0.5714285714285714, H_in_req = 0.861658, efficiency = 0.66311869, area = 94.04 GEs 
n = 31, k = 6, d = 15, CR = 0.1935483870967742, H_in_req = 0.437159, efficiency = 0.44266803, area = 50.02 GEs 
n = 31, k = 21, d = 5, CR = 0.6774193548387096, H_in_req = 0.894676, efficiency = 0.75713201, area = 162.07 GEs 
n = 31, k = 26, d = 3, CR = 0.8387096774193549, H_in_req = 0.977291, efficiency = 0.85816603, area = 203.42 GEs 
n = 63, k = 7, d = 31, CR = 0.1111111111111111, H_in_req = 0.251173, efficiency = 0.44230604, area = 56.69 GEs 
n = 63, k = 30, d = 13, CR = 0.47619047619047616, H_in_req = 0.637217, efficiency = 0.74727279, area = 226.10 GEs 
n = 63, k = 39, d = 9, CR = 0.6190476190476191, H_in_req = 0.774446, efficiency = 0.79932300, area = 298.13 GEs 
n = 63, k = 51, d = 5, CR = 0.8095238095238095, H_in_req = 0.934269, efficiency = 0.86646201, area = 410.17 GEs 
n = 63, k = 57, d = 3, CR = 0.9047619047619048, H_in_req = 0.986058, efficiency = 0.91753847, area = 434.88 GEs 
n = 127, k = 8, d = 63, CR = 0.06299212598425197, H_in_req = 0.138258, efficiency = 0.45555796, area = 59.36 GEs 
n = 127, k = 15, d = 55, CR = 0.11811023622047244, H_in_req = 0.198059, efficiency = 0.59630080, area = 122.05 GEs 
n = 127, k = 99, d = 9, CR = 0.7795275590551181, H_in_req = 0.86035, efficiency = 0.90605011, area = 770.33 GEs 
n = 127, k = 113, d = 5, CR = 0.889763779527559, H_in_req = 0.958669, efficiency = 0.92811603, area = 863.71 GEs 
n = 127, k = 120, d = 3, CR = 0.9448818897637795, H_in_req = 0.991399, efficiency = 0.95307231, area = 857.76 GEs 
n = 255, k = 9, d = 127, CR = 0.03529411764705882, H_in_req = 0.07441, efficiency = 0.47427089, area = 70.03 GEs 
n = 255, k = 223, d = 9, CR = 0.8745098039215686, H_in_req = 0.915432, efficiency = 0.95529401, area = 1733.41 GEs 
n = 255, k = 239, d = 5, CR = 0.9372549019607843, H_in_req = 0.974238, efficiency = 0.96203542, area = 1727.52 GEs 
n = 255, k = 247, d = 3, CR = 0.9686274509803922, H_in_req = 0.994692, efficiency = 0.97379295, area = 1715.52 GEs 
n = 511, k = 502, d = 3, CR = 0.9823874755381604, H_in_req = 0.996733, efficiency = 0.98560644, area = 3419.04 GEs 
n = 511, k = 493, d = 5, CR = 0.9647749510763209, H_in_req = 0.984138, efficiency = 0.98032322, area = 3431.04 GEs 
n = 511, k = 484, d = 7, CR = 0.9471624266144814, H_in_req = 0.967529, efficiency = 0.97894867, area = 3443.04 GEs 
n = 511, k = 31, d = 219, CR = 0.060665362035225046, H_in_req = 0.081199, efficiency = 0.74710104, area = 224.77 GEs 
n = 511, k = 28, d = 223, CR = 0.0547945205479452, H_in_req = 0.075322, efficiency = 0.72744520, area = 204.76 GEs 
n = 511, k = 19, d = 239, CR = 0.03718199608610567, H_in_req = 0.057641, efficiency = 0.64503133, area = 152.73 GEs 
n = 511, k = 10, d = 255, CR = 0.019569471624266144, H_in_req = 0.039545, efficiency = 0.49482760, area = 76.70 GEs 
n = 89, k = 45, d = 17, CR = 0.5056179775280899, H_in_req = 0.621522, efficiency = 0.81349780, area = 342.15 GEs 
n = 117, k = 36, d = 32, CR = 0.3076923076923077, H_in_req = 0.397171, efficiency = 0.77468974, area = 272.12 GEs 
n = 127, k = 43, d = 31, CR = 0.33858267716535434, H_in_req = 0.421081, efficiency = 0.80406222, area = 336.81 GEs 
n = 127, k = 50, d = 27, CR = 0.3937007874015748, H_in_req = 0.476296, efficiency = 0.82657245, area = 375.50 GEs 
n = 127, k = 64, d = 21, CR = 0.5039370078740157, H_in_req = 0.586443, efficiency = 0.85929780, area = 484.88 GEs 
n = 127, k = 71, d = 19, CR = 0.5590551181102362, H_in_req = 0.641644, efficiency = 0.87127388, area = 555.57 GEs 
n = 255, k = 37, d = 91, CR = 0.1450980392156863, H_in_req = 0.186246, efficiency = 0.77904739, area = 296.79 GEs 
n = 255, k = 45, d = 87, CR = 0.17647058823529413, H_in_req = 0.217621, efficiency = 0.81089266, area = 346.15 GEs 
n = 255, k = 47, d = 85, CR = 0.1843137254901961, H_in_req = 0.225465, efficiency = 0.81746634, area = 351.49 GEs 
n = 127, k = 78, d = 15, CR = 0.6141732283464567, H_in_req = 0.696953, efficiency = 0.88121541, area = 606.26 GEs 
n = 127, k = 85, d = 13, CR = 0.6692913385826772, H_in_req = 0.751569, efficiency = 0.89051609, area = 660.95 GEs 
n = 255, k = 207, d = 13, CR = 0.8117647058823529, H_in_req = 0.852909, efficiency = 0.95175628, area = 1586.69 GEs 
n = 255, k = 215, d = 11, CR = 0.8431372549019608, H_in_req = 0.884301, efficiency = 0.95344628, area = 1656.05 GEs 
n = 31, k = 16, d = 7, CR = 0.5161290322580645, H_in_req = 0.783172, efficiency = 0.65898296, area = 120.72 GEs 
n = 63, k = 24, d = 15, CR = 0.38095238095238093, H_in_req = 0.551055, efficiency = 0.69128648, area = 186.08 GEs 
n = 127, k = 36, d = 31, CR = 0.28346456692913385, H_in_req = 0.366598, efficiency = 0.77320924, area = 282.12 GEs 
n = 127, k = 57, d = 23, CR = 0.44881889763779526, H_in_req = 0.532525, efficiency = 0.84279907, area = 446.19 GEs 
n = 255, k = 29, d = 95, CR = 0.11372549019607843, H_in_req = 0.155066, efficiency = 0.73337633, area = 227.43 GEs 
n = 255, k = 55, d = 63, CR = 0.21568627450980393, H_in_req = 0.256848, efficiency = 0.83972962, area = 420.85 GEs 
n = 63, k = 45, d = 7, CR = 0.7142857142857143, H_in_req = 0.863586, efficiency = 0.82709757, area = 346.15 GEs 
n = 127, k = 92, d = 11, CR = 0.7244094488188977, H_in_req = 0.806376, efficiency = 0.89834300, area = 707.64 GEs 
n = 167, k = 84, d = 23, CR = 0.5029940119760479, H_in_req = 0.566, efficiency = 0.88867144, area = 670.28 GEs 
n = 73, k = 37, d = 13, CR = 0.5068493150684932, H_in_req = 0.647492, efficiency = 0.78276804, area = 288.79 GEs 
n = 97, k = 49, d = 15, CR = 0.5051546391752577, H_in_req = 0.617123, efficiency = 0.81854771, area = 368.83 GEs 
n = 137, k = 69, d = 21, CR = 0.5036496350364964, H_in_req = 0.580452, efficiency = 0.86767272, area = 526.23 GEs 
n = 151, k = 76, d = 19, CR = 0.5033112582781457, H_in_req = 0.573167, efficiency = 0.87811282, area = 584.92 GEs 
n = 113, k = 57, d = 15, CR = 0.504424778761062, H_in_req = 0.605719, efficiency = 0.83275685, area = 430.19 GEs 
n = 71, k = 36, d = 11, CR = 0.5070422535211268, H_in_req = 0.665003, efficiency = 0.76244514, area = 270.12 GEs 
n = 127, k = 106, d = 7, CR = 0.8346456692913385, H_in_req = 0.912262, efficiency = 0.91491082, area = 801.02 GEs 
n = 255, k = 231, d = 7, CR = 0.9058823529411765, H_in_req = 0.946021, efficiency = 0.95756698, area = 1735.52 GEs 
n = 255, k = 63, d = 63, CR = 0.24705882352941178, H_in_req = 0.288213, efficiency = 0.85719764, area = 474.21 GEs 
